start_datetime,corridor,zone,latitude,longitude,reclassified_cause,resolution_min,has_valid_resolution,event_type,status,hour,dayofweek,month,is_peak_hour,hotspot_id,congestion_index,cause_severity,road_closure,is_planned,incident_density_24h,nlp_severity_score,description_length,has_kannada,veh_type,reason_breakdown_clean
2023-11-09 23:16:45.989000,Bellary Road 1,West Zone 2,12.9988243,77.5843343,vehicle_breakdown,139.0271446,True,unplanned,closed,23.0,3.0,11.0,1,63,0.0943952802359882,2,0,0,0,0,16,0,heavy_vehicle,none
2023-11-10 00:20:36.040000,ORR West 1,West Zone 1,12.9361824,77.5344466,vehicle_breakdown,1238.0242086666667,True,unplanned,closed,0.0,4.0,11.0,0,-1,0.02654867256637168,2,0,0,0,0,25,0,bmtc_bus,none
2023-11-10 00:29:20.840000,Tumkur Road,North Zone 2,13.04547,77.5073579,vehicle_breakdown,126.4462145,True,unplanned,closed,0.0,4.0,11.0,0,30,0.08849557522123894,2,0,0,1,0,70,0,heavy_vehicle,none
2023-11-10 00:31:14.562000,Mysore Road,Central Zone 2,12.9576503,77.55271,vehicle_breakdown,29.369336083333334,True,unplanned,closed,0.0,4.0,11.0,0,67,0.11651917404129793,2,0,0,1,0,92,0,lcv,none
2023-11-10 00:56:37.499000,Old Airport Road,Central Zone 1,12.9591732,77.6571489,others,8503.662806933333,True,unplanned,closed,0.0,4.0,11.0,0,-1,0.019174041297935103,2,0,0,0,0,21,0,unknown,none
2023-11-10 01:22:07.058000,ORR North 1,North Zone 1,13.0432983,77.6079367,vehicle_breakdown,62.70201386666667,True,unplanned,closed,1.0,4.0,11.0,0,-1,0.038348082595870206,2,0,0,0,0,41,0,lcv,none
2023-11-10 01:33:08.127000,Tumkur Road,West Zone 2,13.0141225,77.5660043,others,11599.248425666667,True,unplanned,closed,1.0,4.0,11.0,0,41,0.07669616519174041,2,0,0,2,0,33,0,unknown,none
2023-11-10 01:34:33.186000,Tumkur Road,West Zone 2,13.0141018,77.56591,others,11597.7934565,True,unplanned,closed,1.0,4.0,11.0,0,-1,0.07669616519174041,2,0,0,3,0,28,0,unknown,none
2023-11-10 01:42:30.011000,Non-corridor,Central Zone 2,12.9446873,77.5972817,vehicle_breakdown,173.29966389999998,True,unplanned,closed,1.0,4.0,11.0,0,51,0.4321533923303834,2,0,0,6,0,0,0,heavy_vehicle,none
2023-11-10 02:16:04.710000,Non-corridor,East Zone 1,12.9400211,77.7473129,road_conditions,72362.47108899034,False,unplanned,closed,2.0,4.0,11.0,0,0,0.4056047197640118,3,0,0,7,0,164,0,unknown,none
2023-11-10 03:13:04.389000,Mysore Road,West Zone 2,12.9533519,77.5421555,vehicle_breakdown,59.16374196666666,True,unplanned,closed,3.0,4.0,11.0,0,68,0.11946902654867256,2,0,0,2,0,28,0,lcv,none
2023-11-10 03:14:19.546000,Non-corridor,Central Zone 2,12.9775236,77.5854059,accident,81.47448211666666,True,unplanned,closed,3.0,4.0,11.0,0,65,0.4365781710914455,5,0,0,8,0,82,1,unknown,none
2023-11-10 03:21:00.257000,Tumkur Road,West Zone 1,13.0362686,77.5248329,vehicle_breakdown,18.19665601666667,True,unplanned,closed,3.0,4.0,11.0,0,-1,0.10324483775811209,2,0,0,4,0,80,0,private_car,none
2023-11-10 03:34:33.419000,Bellary Road 1,North Zone 2,13.033575,77.58831,vehicle_breakdown,82.52175041666666,True,unplanned,closed,3.0,4.0,11.0,0,66,0.08849557522123894,2,0,0,1,0,16,0,lcv,none
2023-11-10 03:36:34.159000,Tumkur Road,West Zone 1,13.0414837,77.5167294,vehicle_breakdown,52.713643133333335,True,unplanned,closed,3.0,4.0,11.0,0,35,0.10324483775811209,2,0,0,5,0,80,0,lcv,none
2023-11-10 05:34:31.666000,Bellary Road 2,North Zone 1,13.0658815,77.5931957,accident,61.27009841666666,True,unplanned,closed,5.0,4.0,11.0,1,46,0.1047197640117994,5,0,0,0,0,0,0,unknown,none
2023-11-10 06:05:28.736000,Non-corridor,South Zone 1,12.9317517,77.5797388,vehicle_breakdown,119.25386498333334,True,unplanned,closed,6.0,4.0,11.0,1,-1,0.9424778761061946,2,0,0,9,0,42,0,truck,air_problem
2023-11-10 06:06:31.253000,Hennur Main Road,North Zone 1,13.07549,77.5469283,vehicle_breakdown,75.17017265,True,unplanned,resolved,6.0,4.0,11.0,1,-1,0.03392330383480826,2,0,0,0,0,176,1,bmtc_bus,none
2023-11-10 06:42:32.617000,Non-corridor,Central Zone 2,12.9557349,77.58582,others,26766.734622266667,True,unplanned,closed,6.0,4.0,11.0,1,-1,0.9424778761061946,2,0,0,10,0,2,0,unknown,none
2023-11-10 07:33:05.108000,Non-corridor,East Zone 1,12.9951755,77.7580241,vehicle_breakdown,45.65551266666667,True,unplanned,closed,7.0,4.0,11.0,1,1,0.6563421828908553,2,0,0,11,0,74,0,bmtc_bus,none
2023-11-10 07:33:31.549000,Bannerghata Road,South Zone 1,12.8661065,77.5919105,pot_holes,72362.47108899034,False,unplanned,closed,7.0,4.0,11.0,1,16,0.04129793510324484,3,0,0,0,0,45,0,unknown,none
2023-11-10 07:35:25.308000,Non-corridor,West Zone 2,13.008543,77.5717493,vehicle_breakdown,120.37544103333333,True,unplanned,closed,7.0,4.0,11.0,1,-1,0.6563421828908553,2,0,0,12,0,27,0,private_car,none
2023-11-10 07:36:58.950000,Non-corridor,West Zone 2,13.0084952,77.5717525,vehicle_breakdown,178.82039443333332,True,unplanned,closed,7.0,4.0,11.0,1,-1,0.6563421828908553,2,0,0,13,0,27,0,private_car,none
2023-11-10 07:46:54.764000,Tumkur Road,West Zone 1,13.0302535,77.5372617,vehicle_breakdown,168.89055161666664,True,unplanned,closed,7.0,4.0,11.0,1,37,0.0663716814159292,2,0,0,6,0,51,0,private_bus,none
2023-11-10 08:43:53.240000,Non-corridor,Central Zone 2,12.8407422,77.6761962,vehicle_breakdown,22.123204533333332,True,unplanned,closed,8.0,4.0,11.0,0,3,0.3982300884955752,2,0,0,14,0,40,0,truck,starting_problem
2023-11-10 09:21:45.811000,Non-corridor,South Zone 1,12.9160567,77.5855433,pot_holes,2735.9749068833335,True,unplanned,closed,9.0,4.0,11.0,0,18,0.1873156342182891,3,0,0,15,0,122,0,unknown,none
2023-11-10 19:23:34.823000,Hosur Road,South Zone 2,12.8701554,77.6532595,vehicle_breakdown,88.40484938333334,True,unplanned,closed,19.0,4.0,11.0,1,17,0.0663716814159292,2,0,0,0,0,34,0,heavy_vehicle,none
2023-11-10 19:28:39.194000,ORR North 2,North Zone 2,13.0395867,77.5433917,vehicle_breakdown,10.677372616666666,True,unplanned,closed,19.0,4.0,11.0,1,21,0.038348082595870206,2,0,0,0,0,48,0,private_bus,none
2023-11-10 19:29:38.367000,Non-corridor,Central Zone 1,12.9663399,77.6242556,vehicle_breakdown,126.15680003333334,True,unplanned,closed,19.0,4.0,11.0,1,43,0.5737463126843658,2,0,0,14,0,26,0,lcv,none
2023-11-10 19:32:19.747000,Non-corridor,Central Zone 1,12.9666049,77.6242042,vehicle_breakdown,123.46737905,True,unplanned,closed,19.0,4.0,11.0,1,43,0.5737463126843658,2,0,0,15,0,30,0,lcv,none
2023-11-10 19:35:55.391000,Non-corridor,Central Zone 2,13.2005963,77.6609968,accident,119.87350748333333,True,unplanned,closed,19.0,4.0,11.0,1,-1,0.5737463126843658,5,0,0,16,0,52,1,unknown,none
2023-11-10 19:40:53.937000,Mysore Road,West Zone 2,12.9560112,77.5463879,vehicle_breakdown,174.89421681666667,True,unplanned,closed,19.0,4.0,11.0,1,68,0.18584070796460178,2,0,0,3,1,9,0,private_bus,none
2023-11-10 20:01:00.064000,Mysore Road,Central Zone 2,12.9678267,77.5873567,vehicle_breakdown,35.16567031666667,True,unplanned,closed,20.0,4.0,11.0,1,57,0.1887905604719764,2,0,0,4,0,0,0,bmtc_bus,none
2023-11-10 20:14:52.521000,Non-corridor,West Zone 1,13.0259104,77.5347535,pot_holes,3035.5120126333336,True,unplanned,closed,20.0,4.0,11.0,1,-1,0.668141592920354,3,0,0,17,0,15,0,unknown,none
2023-11-10 20:23:38.052000,Old Madras Road,Central Zone 1,12.9744655,77.6140393,vehicle_breakdown,132.15939191666666,True,unplanned,closed,20.0,4.0,11.0,1,52,0.06489675516224189,2,0,0,0,0,34,0,lcv,none
2023-11-10 20:32:11.301000,ORR North 1,North Zone 1,13.0415969,77.6126947,pot_holes,,False,unplanned,active,20.0,4.0,11.0,1,47,0.07817109144542772,3,0,0,1,0,59,0,unknown,none
2023-11-10 20:59:16.139000,Bannerghata Road,South Zone 2,12.8997318,77.6008541,pot_holes,4295.294638583333,True,unplanned,closed,20.0,4.0,11.0,1,16,0.05014749262536873,3,0,0,1,0,78,0,unknown,none
2023-11-10 21:08:51.518000,Bellary Road 1,North Zone 2,13.0296745,77.5871846,vehicle_breakdown,19.582385133333332,True,unplanned,closed,21.0,4.0,11.0,1,-1,0.13569321533923304,2,0,0,2,0,31,0,lcv,none
2023-11-10 21:35:23.409000,IRR(Thanisandra road),South Zone 2,12.927551,77.6213711,pot_holes,,False,unplanned,active,21.0,4.0,11.0,1,34,0.032448377581120944,3,0,0,0,0,0,0,unknown,none
2023-11-10 21:35:59.848000,IRR(Thanisandra road),South Zone 2,12.927554,77.6214074,pot_holes,,False,unplanned,active,21.0,4.0,11.0,1,34,0.032448377581120944,3,0,0,1,0,0,0,unknown,none
2023-11-10 21:36:16.754000,IRR(Thanisandra road),South Zone 2,12.9275828,77.6213546,pot_holes,,False,unplanned,active,21.0,4.0,11.0,1,34,0.032448377581120944,3,0,0,2,0,0,0,unknown,none
2023-11-10 21:36:41.535000,IRR(Thanisandra road),South Zone 2,12.9275515,77.6214344,pot_holes,,False,unplanned,active,21.0,4.0,11.0,1,34,0.032448377581120944,3,0,0,3,0,0,0,unknown,none
2023-11-10 21:44:33.093000,Hosur Road,South Zone 2,12.9076761,77.6279048,vehicle_breakdown,171.24347185,True,unplanned,closed,21.0,4.0,11.0,1,38,0.07374631268436578,2,0,0,1,0,184,0,others,none
2023-11-10 21:52:20.377000,Non-corridor,Central Zone 2,12.984023,77.6037669,water_logging,2.8215554666666667,True,unplanned,closed,21.0,4.0,11.0,1,-1,1.051622418879056,4,0,0,17,0,25,0,unknown,none
2023-11-10 22:06:26.248000,Mysore Road,Central Zone 1,12.9661294,77.606825,vehicle_breakdown,149.35801096666668,True,unplanned,closed,22.0,4.0,11.0,1,52,0.11946902654867257,2,1,0,5,0,53,1,others,none
2023-11-10 22:13:58.683000,IRR(Thanisandra road),South Zone 2,12.9275393,77.6213229,road_conditions,,False,unplanned,active,22.0,4.0,11.0,1,34,0.028023598820058997,3,0,0,4,0,10,0,unknown,none
2023-11-10 23:11:01.862000,Hosur Road,South Zone 2,12.883647,77.6428944,vehicle_breakdown,144.76819511666665,True,unplanned,closed,23.0,4.0,11.0,1,-1,0.04424778761061947,2,0,0,2,0,51,0,auto,none
2023-11-11 01:11:03.087000,Non-corridor,West Zone 2,13.0087048,77.5691774,vehicle_breakdown,71.16974789999999,True,unplanned,closed,1.0,5.0,11.0,0,-1,0.4321533923303834,2,0,0,15,0,19,0,bmtc_bus,none
2023-11-11 01:42:40.316666,Mysore Road,Central Zone 2,12.9664091,77.587021,accident,113.12598026666666,True,unplanned,closed,1.0,5.0,11.0,0,57,0.12094395280235988,5,0,0,4,0,0,0,unknown,none
2023-11-11 02:08:05.186000,Non-corridor,Central Zone 2,13.2288007,77.6897352,vehicle_breakdown,147.7060548166667,True,unplanned,closed,2.0,5.0,11.0,0,-1,0.4056047197640118,2,0,0,15,0,320,1,heavy_vehicle,none
2023-11-11 03:45:53.353000,Mysore Road,Central Zone 2,12.9644682,77.586015,vehicle_breakdown,43.43354016666667,True,unplanned,closed,3.0,5.0,11.0,0,57,0.11946902654867256,2,0,0,4,0,29,0,bmtc_bus,none
2023-11-11 04:28:29.559000,Tumkur Road,West Zone 1,13.0349817,77.5292713,vehicle_breakdown,127.30818040000001,True,unplanned,closed,4.0,5.0,11.0,1,36,0.07079646017699115,2,0,0,1,0,45,0,bmtc_bus,none
2023-11-11 04:31:20.436000,Non-corridor,Central Zone 2,12.8461033,77.6589267,others,31.145576100000003,True,unplanned,closed,4.0,5.0,11.0,1,-1,0.588495575221239,2,0,0,14,0,116,1,unknown,none
2023-11-11 04:48:47.417000,Non-corridor,East Zone 2,13.0198716,77.7091574,vehicle_breakdown,159.28904783333334,True,unplanned,closed,4.0,5.0,11.0,1,24,0.588495575221239,2,1,0,15,0,14,0,lcv,none
2023-11-11 04:50:51.264000,ORR North 1,North Zone 1,13.0262013,77.6363894,vehicle_breakdown,91.35186411666668,True,unplanned,closed,4.0,5.0,11.0,1,-1,0.058997050147492625,2,0,0,1,0,10,1,lcv,none
2023-11-11 04:52:08.891000,Non-corridor,Central Zone 2,12.9734483,77.5813283,vehicle_breakdown,50.2345196,True,unplanned,closed,4.0,5.0,11.0,1,-1,0.588495575221239,2,0,0,16,0,33,0,bmtc_bus,none
2023-11-11 05:04:31.225000,Bannerghata Road,South Zone 2,12.9043166,77.6017758,vehicle_breakdown,151.27811226666665,True,unplanned,closed,5.0,5.0,11.0,1,16,0.07227138643067846,2,0,0,2,0,153,0,bmtc_bus,none
2023-11-11 05:23:33.592000,Magadi Road,West Zone 1,12.9884181,77.5108157,water_logging,17.347958566666666,True,unplanned,closed,5.0,5.0,11.0,1,9,0.09144542772861358,4,0,0,0,0,126,0,unknown,none
2023-11-11 05:42:13.019000,Tumkur Road,West Zone 2,13.0171019,77.5568573,vehicle_breakdown,30.345930816666666,True,unplanned,closed,5.0,5.0,11.0,1,41,0.09882005899705014,2,0,0,2,0,63,0,bmtc_bus,none
2023-11-11 05:45:47.779000,Bannerghata Road,South Zone 2,12.876905,77.5950298,vehicle_breakdown,170.0048668166667,True,unplanned,closed,5.0,5.0,11.0,1,16,0.07227138643067846,2,0,0,3,0,63,0,lcv,none
2023-11-11 06:18:03.343000,Non-corridor,Central Zone 2,12.955622,77.5857083,pot_holes,72362.47108899034,False,unplanned,closed,6.0,5.0,11.0,1,-1,0.9424778761061946,3,0,0,16,0,117,1,unknown,none
2023-11-11 06:36:58.764000,Old Madras Road,Central Zone 1,12.9907,77.6559808,vehicle_breakdown,178.82023295,True,unplanned,closed,6.0,5.0,11.0,1,27,0.048672566371681415,2,0,0,1,0,40,0,private_car,none
2023-11-11 06:39:00.252000,Old Madras Road,Central Zone 1,12.9907017,77.6560017,vehicle_breakdown,176.79510123333333,True,unplanned,closed,6.0,5.0,11.0,1,27,0.048672566371681415,2,0,0,2,0,40,0,private_car,none
2023-11-11 07:21:33.203000,ORR West 1,South Zone 1,12.9063875,77.5728996,vehicle_breakdown,134.24687856666665,True,unplanned,closed,7.0,5.0,11.0,1,-1,0.04129793510324484,2,0,0,0,0,89,0,private_bus,none
2023-11-11 07:47:35.619000,Bellary Road 2,North Zone 2,13.1087122,77.6040177,vehicle_breakdown,168.20732626666668,True,unplanned,closed,7.0,5.0,11.0,1,45,0.07227138643067846,2,0,0,0,0,86,0,taxi,none
2023-11-11 08:18:43.877000,Non-corridor,West Zone 1,12.9854293,77.4793796,water_logging,5.377645566666667,True,unplanned,closed,8.0,5.0,11.0,0,-1,0.3982300884955752,4,1,0,13,0,24,0,unknown,none
2023-11-11 09:32:11.936000,Bellary Road 2,North Zone 2,13.0955104,77.5974436,vehicle_breakdown,123.60230804999999,True,unplanned,closed,9.0,5.0,11.0,0,45,0.02064896755162242,2,0,0,1,0,0,0,bmtc_bus,none
2023-11-11 12:45:29.415000,ORR North 2,West Zone 1,13.0361679,77.5416999,vehicle_breakdown,47.18853848333333,True,unplanned,closed,12.0,5.0,11.0,0,21,0.004424778761061947,2,1,0,1,0,10,0,heavy_vehicle,none
2023-11-11 12:49:37.229000,Bellary Road 2,North Zone 1,13.0740531,77.5925701,vehicle_breakdown,166.17673388333333,True,unplanned,closed,12.0,5.0,11.0,0,46,0.017699115044247787,2,0,0,2,0,33,0,ksrtc_bus,none
2023-11-11 13:48:52.769000,ORR North 2,North Zone 2,13.04158,77.5469183,vehicle_breakdown,166.91871086666666,True,unplanned,closed,13.0,5.0,11.0,0,21,0.008849557522123894,2,0,0,2,0,0,0,heavy_vehicle,none
2023-11-11 18:03:04.721000,Non-corridor,Central Zone 2,12.9761908,77.5872317,vehicle_breakdown,152.71564671666664,True,unplanned,closed,18.0,5.0,11.0,0,65,0.20648967551622419,2,0,0,12,0,17,0,truck,tyre_puncture
2023-11-11 18:05:01.727000,Non-corridor,Central Zone 2,12.9761698,77.5872674,vehicle_breakdown,150.76576345,True,unplanned,closed,18.0,5.0,11.0,0,65,0.20648967551622419,2,0,0,13,0,17,0,truck,tyre_puncture
2023-11-11 19:12:42.988000,Mysore Road,Central Zone 2,12.9636427,77.5841997,vehicle_breakdown,99.41600825,True,unplanned,closed,19.0,5.0,11.0,1,57,0.18584070796460178,2,0,0,5,0,0,0,bmtc_bus,none
2023-11-11 19:26:44.695000,IRR(Thanisandra road),South Zone 2,12.927557,77.6213736,pot_holes,,False,unplanned,active,19.0,5.0,11.0,1,34,0.032448377581120944,3,0,0,5,0,0,0,unknown,none
2023-11-11 20:06:30.999000,Non-corridor,Central Zone 2,13.2645011,77.7187932,vehicle_breakdown,107.3207998,True,unplanned,closed,20.0,5.0,11.0,1,-1,0.668141592920354,2,0,0,11,0,17,0,heavy_vehicle,none
2023-11-11 20:18:30.254000,Varthur Road,East Zone 1,12.9563113,77.7058354,vehicle_breakdown,137.29526868333332,True,unplanned,closed,20.0,5.0,11.0,1,-1,0.02064896755162242,2,0,0,0,0,97,1,lcv,none
2023-11-11 20:34:00.262000,Bellary Road 2,North Zone 1,13.0730221,77.5927079,vehicle_breakdown,121.79576106666667,True,unplanned,closed,20.0,5.0,11.0,1,46,0.12389380530973451,2,0,0,3,0,9,0,heavy_vehicle,none
2023-11-11 20:34:18.844000,Bellary Road 1,North Zone 2,13.03656,77.5894167,vehicle_breakdown,121.48584188333332,True,unplanned,closed,20.0,5.0,11.0,1,66,0.15634218289085547,2,0,0,1,0,12,0,private_bus,none
2023-11-11 20:39:07.208000,Bellary Road 1,North Zone 2,13.0365267,77.589335,vehicle_breakdown,84.78185871666666,True,unplanned,closed,20.0,5.0,11.0,1,66,0.15634218289085547,2,0,0,2,0,2,0,private_bus,none
2023-11-11 21:01:05.939000,Non-corridor,Central Zone 2,12.982525,77.5696167,vehicle_breakdown,44.53869965,True,unplanned,closed,21.0,5.0,11.0,1,61,1.051622418879056,2,0,0,11,0,64,0,others,none
2023-11-11 21:31:53.606000,Mysore Road,Central Zone 2,12.9573967,77.55177,vehicle_breakdown,53.103843383333334,True,unplanned,resolved,21.0,5.0,11.0,1,67,0.22123893805309733,2,1,0,4,0,50,0,bmtc_bus,none
2023-11-11 21:37:27.149000,Non-corridor,Central Zone 2,12.9486171,77.6026398,vehicle_breakdown,178.34732236666665,True,unplanned,closed,21.0,5.0,11.0,1,-1,1.051622418879056,2,0,0,12,0,55,0,heavy_vehicle,none
2023-11-11 21:40:48.015000,Non-corridor,Central Zone 2,12.9486278,77.6027062,vehicle_breakdown,174.99982598333332,True,unplanned,closed,21.0,5.0,11.0,1,-1,1.051622418879056,2,0,0,13,0,55,0,heavy_vehicle,none
2023-11-11 21:44:37.907000,Bellary Road 1,West Zone 2,13.0180751,77.5835767,vehicle_breakdown,114.13534746666666,True,unplanned,closed,21.0,5.0,11.0,1,70,0.13569321533923304,2,0,0,2,0,0,0,private_car,none
2023-11-11 21:47:37.254000,Non-corridor,East Zone 1,12.9399903,77.7473462,road_conditions,72362.47108899034,True,unplanned,closed,21.0,5.0,11.0,1,0,1.051622418879056,3,0,0,14,0,92,0,unknown,none
2023-11-11 21:48:52.448000,Non-corridor,South Zone 2,12.936279,77.6072722,vehicle_breakdown,50.319520649999994,True,unplanned,closed,21.0,5.0,11.0,1,-1,1.051622418879056,2,0,0,15,0,35,0,bmtc_bus,none
2023-11-11 23:53:18.165000,Non-corridor,Central Zone 1,12.9662562,77.6248471,vehicle_breakdown,162.49725995,True,unplanned,closed,23.0,5.0,11.0,1,43,0.7433628318584071,2,0,0,15,0,46,0,private_car,none
2023-11-12 00:08:44.659000,Non-corridor,East Zone 2,13.00778,77.6916494,vehicle_breakdown,147.05596561666667,True,unplanned,closed,0.0,6.0,11.0,0,31,0.45427728613569324,2,0,0,16,0,50,0,heavy_vehicle,none
2023-11-12 00:21:45.465000,ORR North 1,North Zone 1,13.0427611,77.6103677,construction,314.03909576666666,True,planned,closed,0.0,6.0,11.0,0,47,0.05604719764011799,2,0,1,1,0,80,0,unknown,none
2023-11-12 00:53:56.008000,Bellary Road 1,North Zone 2,13.0251867,77.5853333,vehicle_breakdown,161.86492134999997,True,unplanned,closed,0.0,6.0,11.0,0,69,0.0752212389380531,2,0,0,3,0,73,0,others,none
2023-11-12 00:57:28.944000,ORR North 1,North Zone 1,13.0426969,77.6103967,construction,98.31808813333333,True,planned,closed,0.0,6.0,11.0,0,47,0.05604719764011799,2,0,1,2,0,60,0,unknown,none
2023-11-12 00:59:57.974000,Bellary Road 2,North Zone 2,13.122685,77.61158,vehicle_breakdown,20.413769233333333,True,unplanned,closed,0.0,6.0,11.0,0,44,0.0663716814159292,2,0,0,4,0,63,0,bmtc_bus,none
2023-11-12 02:02:26.448000,Non-corridor,Central Zone 2,12.9740568,77.5817343,vehicle_breakdown,52.04973218333334,True,unplanned,closed,2.0,6.0,11.0,0,-1,0.4056047197640118,2,0,0,16,0,71,0,bmtc_bus,none
2023-11-12 02:50:44.442000,Non-corridor,West Zone 1,12.9874952,77.4752769,vehicle_breakdown,17.285524333333335,True,unplanned,closed,2.0,6.0,11.0,0,-1,0.4056047197640118,2,0,0,16,0,65,0,others,none
2023-11-12 03:16:46.877000,Old Madras Road,Central Zone 1,12.990177,77.6548824,accident,79.01349935,True,unplanned,closed,3.0,6.0,11.0,0,27,0.0471976401179941,5,0,0,2,1,8,0,unknown,none
2023-11-12 03:25:00.281000,Hosur Road,Central Zone 1,12.9581282,77.6059481,vehicle_breakdown,130.79246855,True,unplanned,closed,3.0,6.0,11.0,0,-1,0.014749262536873156,2,0,0,0,0,179,1,heavy_vehicle,none
2023-11-12 03:35:58.978000,Non-corridor,Central Zone 2,12.9738982,77.5694867,vehicle_breakdown,71.04905861666666,True,unplanned,closed,3.0,6.0,11.0,0,-1,0.4365781710914455,2,0,0,17,0,34,0,bmtc_bus,none
2023-11-12 03:44:35.810000,Old Madras Road,Central Zone 1,12.9900878,77.654618,vehicle_breakdown,171.20309376666668,True,unplanned,closed,3.0,6.0,11.0,0,27,0.0471976401179941,2,0,0,3,0,13,0,heavy_vehicle,none
2023-11-12 03:47:11.073000,Non-corridor,Central Zone 2,12.9285971,77.4694872,vehicle_breakdown,168.61561831666668,True,unplanned,closed,3.0,6.0,11.0,0,-1,0.4365781710914455,2,1,0,18,0,112,0,heavy_vehicle,none
2023-11-12 04:44:50.996000,Bellary Road 2,North Zone 2,13.0992277,77.5972877,others,141.81894821666668,True,unplanned,closed,4.0,6.0,11.0,1,45,0.10471976401179942,2,0,0,5,0,28,0,unknown,none
2023-11-12 04:55:36.984000,Bellary Road 1,North Zone 2,13.022067,77.5845037,vehicle_breakdown,160.1851413,True,unplanned,closed,4.0,6.0,11.0,1,69,0.15339233038348082,2,0,0,4,0,52,0,others,none
2023-11-12 05:22:00.746000,Tumkur Road,West Zone 2,13.0175906,77.555508,vehicle_breakdown,58.346161116666664,True,unplanned,resolved,5.0,6.0,11.0,1,41,0.09882005899705014,2,0,0,1,0,77,0,bmtc_bus,none
2023-11-12 06:38:48.097000,Mysore Road,West Zone 2,12.9557995,77.5458224,vehicle_breakdown,176.99896785,True,unplanned,closed,6.0,6.0,11.0,1,68,0.24188790560471976,2,1,0,2,0,8,0,private_bus,none
2023-11-12 07:16:36.833000,ORR East 1,East Zone 1,12.932995,77.6882117,vehicle_breakdown,139.18754678333335,True,unplanned,closed,7.0,6.0,11.0,1,14,0.025073746312684365,2,0,0,0,0,201,1,bmtc_bus,none
2023-11-12 08:33:18.767000,Bellary Road 1,North Zone 2,13.0281652,77.586313,accident,62.4889185,True,unplanned,closed,8.0,6.0,11.0,0,-1,0.061946902654867256,5,0,0,5,0,0,0,unknown,none
2023-11-12 10:00:46.584000,Non-corridor,West Zone 1,12.89030403,77.48279024,accident,95.02636021666667,True,unplanned,closed,10.0,6.0,11.0,0,-1,0.10176991150442477,5,0,0,14,1,45,0,unknown,none
2023-11-12 10:00:46.584000,Non-corridor,West Zone 1,12.89030403,77.48279024,accident,95.02656041666667,True,unplanned,closed,10.0,6.0,11.0,0,-1,0.10176991150442477,5,0,0,15,1,45,0,unknown,none
2023-11-12 10:00:46.584000,Non-corridor,West Zone 1,12.89030403,77.48279024,accident,95.0260684,True,unplanned,closed,10.0,6.0,11.0,0,-1,0.10176991150442477,5,0,0,16,1,45,0,unknown,none
2023-11-12 11:53:33.116000,ORR East 1,South Zone 2,12.9174784,77.6237621,construction,,False,unplanned,active,11.0,6.0,11.0,0,-1,0.01032448377581121,2,1,0,1,0,49,0,unknown,none
